  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  9,  0,253,255,254,254,254,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0, 39,  0,  0,253,253,253,253,253,253,253,253,253,253,253,253, 38,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,253,253,253,253,253,253,253,253,253,253,253,253,253,253,241,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,253,253,253,253,238,253,253,253,253,253,253,253,253,253,253,253,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0, 39, 34, 34, 34, 30,  0, 31,  0, 34,253,235,253,253,253,253,253,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,253,253,253,253,253,244,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 33,253,253,253,253,253,253,253,241,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 11,253,253,253,253,253,253,253,253,238,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 27,253,253,253,253,253,253,253,253,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 18,253,253,253,253,253,253,253,253,230, 49,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 36,  0,  0,  0,248,253,253,253,253,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0,253,253,253,250,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 62,238,253,253,253,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 32,233,253,253,253,  6,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 37,253,253,253,253,253,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,253,253,253, 59, 36, 36, 21, 26, 36,253,253,253,253,253,253,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,253,253,253,253,253,253,253,253,253,253,253,253,253,253,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,253,253,253,253,253,253,253,253,253,253,253,253,237,235, 40,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0, 49,  0,247,253,253,253,253,253,253,253,253,253,253, 16,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,253,253,253,253,253,  0,  0,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
